Day,Trick,Success,Interval,considerations
2,fast accel 3,1,8,
2,wall jump,1,8,
2,fast accel 4,0,8,
2,fast accel 3,1,8,
2,wall jump,1,8,
2,fast accel 4,1,8,
2,enter pipe,1,8,
2,fast accel 3,0,8,
2,fast accel 3,1,8,
2,wall jump,1,8,
2,fast accel 4,1,8,
2,enter pipe,1,8,
2,fast accel 3,0,8,
2,fast accel 3,1,8,
2,wall jump,1,8,
2,fast accel 4,0,8,
2,fast accel 3,0,8,
2,fast accel 3,1,8,
2,wall jump,1,8,
2,fast accel 4,1,8,
2,enter pipe,1,8,
2,fast accel 3,1,8,
2,wall jump,1,8,
2,fast accel 4,1,8,
2,enter pipe,0,8,
2,fast accel 3,1,8,
2,wall jump,0,8,
2,fast accel 3,1,8,
2,wall jump,1,8,
2,fast accel 4,1,8,
2,enter pipe,0,8,
2,fast accel 3,1,8,
2,wall jump,1,8,
2,fast accel 4,0,8,
2,fast accel 3,1,8,
2,wall jump,0,8,
2,fast accel 3,1,8,
2,wall jump,1,8,
2,fast accel 4,1,8,
2,enter pipe,1,8,
2,fast accel 3,1,8,
2,wall jump,1,8,
2,fast accel 4,1,8,
2,enter pipe,0,8,
2,fast accel 3,1,8,
2,wall jump,1,8,
2,fast accel 4,1,8,
2,enter pipe,0,8,
2,fast accel 3,1,8,
2,wall jump,1,8,
2,fast accel 4,1,8,
2,enter pipe,0,8,
2,fast accel 3,1,8,
2,wall jump,1,8,
2,fast accel 4,1,8,
2,enter pipe,1,8,
2,lightning,0,4,
2,fast accel 3,1,8,
2,wall jump,1,8,
2,fast accel 4,1,8,
2,enter pipe,1,8,
2,fast accel 3,0,8,
2,fast accel 3,0,8,
2,fast accel 3,1,8,
2,wall jump,0,8,
2,fast accel 3,1,8,
2,wall jump,0,8,
2,fast accel 3,1,8,
2,wall jump,1,8,
2,fast accel 4,1,8,
2,enter pipe,1,8,
2,fast accel 3,0,8,
2,fast accel 3,1,8,
2,wall jump,1,8,
2,fast accel 4,1,8,
2,enter pipe,1,8,
2,fast accel 3,0,8,
2,fast accel 3,1,8,
2,wall jump,1,8,
2,fast accel 4,1,8,
2,enter pipe,1,8,
2,lightning,0,4,
2,lightning,0,4,
2,lightning,0,4,
2,lightning,0,4,
2,lightning,1,4,runs start 1:28:55
