Day,W1_1,W1_2,W4_1,W4_2,W8_1,W8_2,W8_3,W8_4
Day_5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Day_5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Day_5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Day_5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Day_5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Day_5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Day_5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Day_6,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_6,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_6,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_6,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_6,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_6,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_6,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_6,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_6,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_6,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_6,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_6,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_6,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_6,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_6,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_6,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_6,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_6,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_6,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_6,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_6,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_6,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_6,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_6,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_7,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Day_7,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Day_7,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Day_7,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Day_7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Day_8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Day_8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Day_8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Day_8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Day_8,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Day_8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Day_8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Day_8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
